date,asset,price,signal,order,rsi,sentiment,comment
2025-12-23,DOGE-USDT,0.12928,buy,none,40.81471664622361,NEGATIVE,"BUY|S:0.97 R:40.8 B:0.26 M:0.00"
2025-12-23,DOT-USDT,1.765,buy,none,30.057327846709896,NEGATIVE,"BUY|S:0.97 R:30.1 B:0.18 M:-0.00"
2025-12-23,ETH-USDT,2965.02,sell,sell,45.87671818107387,NEGATIVE,"SELL|S:0.97 R:45.9 B:0.34 M:-18.27"
2025-12-23,LTC-USDT,77.01,buy,none,38.71763340912483,NEGATIVE,"BUY|S:0.97 R:38.7 B:0.27 M:0.08"
2025-12-23,SOL-USDT,124.01,buy,none,41.578476031424266,NEGATIVE,"BUY|S:0.97 R:41.6 B:0.21 M:-0.61"
2025-12-23,XRP-USDT,1.8734,buy,none,39.078778302058396,NEGATIVE,"BUY|S:0.97 R:39.1 B:0.20 M:-0.01"
2025-12-24,ADA-USDT,0.3566,buy,none,35.12031182227215,POSITIVE,"BUY|S:0.84 R:35.1 B:0.19 M:-0.00"
2025-12-24,BNB-USDT,846.58,buy,none,41.87021704621486,POSITIVE,"BUY|S:0.84 R:41.9 B:0.21 M:-3.19"
2025-12-24,BTC-USDT,87669.45,buy,none,43.73897505962359,POSITIVE,"BUY|S:0.84 R:43.7 B:0.33 M:-179.88"
2025-12-24,DOGE-USDT,0.12856,buy,none,40.24277630781332,POSITIVE,"BUY|S:0.84 R:40.2 B:0.25 M:0.00"
2025-12-24,DOT-USDT,1.738,buy,none,29.079270736582743,POSITIVE,"BUY|S:0.84 R:29.1 B:0.17 M:-0.00"
2025-12-24,ETH-USDT,2947.47,buy,buy,44.92721417123632,POSITIVE,"BUY|S:0.84 R:44.9 B:0.32 M:-16.98"
2025-12-24,LTC-USDT,75.79,buy,none,36.68701572020282,POSITIVE,"BUY|S:0.84 R:36.7 B:0.21 M:0.07"
2025-12-24,SOL-USDT,122.53,buy,none,40.00752046262813,POSITIVE,"BUY|S:0.84 R:40.0 B:0.17 M:-0.61"
2025-12-24,XRP-USDT,1.8628,buy,none,38.39446835300191,POSITIVE,"BUY|S:0.84 R:38.4 B:0.20 M:-0.01"
2025-12-25,ADA-USDT,0.3434,buy,none,32.45281097925734,NEGATIVE,"BUY|S:0.98 R:32.5 B:0.14 M:-0.00"
2025-12-25,BNB-USDT,829.64,buy,none,38.18324091614682,NEGATIVE,"BUY|S:0.98 R:38.2 B:0.08 M:-3.84"
2025-12-25,BTC-USDT,87225.27,buy,none,42.51728235229073,NEGATIVE,"BUY|S:0.98 R:42.5 B:0.29 M:-174.99"
2025-12-25,DOGE-USDT,0.12365,buy,none,36.48773650914301,NEGATIVE,"BUY|S:0.98 R:36.5 B:0.12 M:-0.00"
2025-12-25,DOT-USDT,1.685,buy,none,27.20771524414226,NEGATIVE,"BUY|S:0.98 R:27.2 B:0.13 M:-0.00"
2025-12-25,ETH-USDT,2903.95,buy,none,42.57408261372775,NEGATIVE,"BUY|S:0.98 R:42.6 B:0.26 M:-18.14"
2025-12-25,LTC-USDT,75.71,buy,none,36.55163991029832,NEGATIVE,"BUY|S:0.98 R:36.6 B:0.23 M:0.08"
2025-12-25,SOL-USDT,120.06,buy,none,37.46348351903773,NEGATIVE,"BUY|S:0.98 R:37.5 B:0.10 M:-0.71"
2025-12-25,XRP-USDT,1.8326,buy,none,36.43680536589761,NEGATIVE,"BUY|S:0.98 R:36.4 B:0.15 M:-0.01"
2025-12-26,ADA-USDT,0.3496,buy,none,34.95190849495627,POSITIVE,"BUY|S:0.91 R:35.0 B:0.21 M:-0.00"
2025-12-26,BNB-USDT,834.72,buy,none,39.89257987622124,POSITIVE,"BUY|S:0.91 R:39.9 B:0.17 M:-3.67"
2025-12-26,BTC-USDT,87369.56,buy,none,43.07353172912284,POSITIVE,"BUY|S:0.91 R:43.1 B:0.32 M:-150.01"
2025-12-26,DOGE-USDT,0.12211,buy,none,35.37287510054461,POSITIVE,"BUY|S:0.91 R:35.4 B:0.11 M:-0.00"
2025-12-26,DOT-USDT,1.723,buy,none,30.65386290354663,POSITIVE,"BUY|S:0.91 R:30.7 B:0.22 M:0.00"
2025-12-26,ETH-USDT,2927.99,buy,none,44.30928358866052,POSITIVE,"BUY|S:0.91 R:44.3 B:0.31 M:-16.42"
2025-12-26,LTC-USDT,76.87,buy,none,40.00841936714807,POSITIVE,"BUY|S:0.91 R:40.0 B:0.33 M:0.18"
2025-12-26,SOL-USDT,122.26,buy,none,41.05859742349554,POSITIVE,"BUY|S:0.91 R:41.1 B:0.23 M:-0.57"
2025-12-26,XRP-USDT,1.8437,buy,none,37.69427624399512,POSITIVE,"BUY|S:0.91 R:37.7 B:0.21 M:-0.00"
2025-12-27,ADA-USDT,0.37,sell,sell,42.491243795663095,NEGATIVE,"SELL|S:0.96 R:42.5 B:0.37 M:-0.00"
2025-12-27,BNB-USDT,845.04,sell,sell,43.321377958317186,NEGATIVE,"SELL|S:0.96 R:43.3 B:0.30 M:-2.64"
2025-12-27,BTC-USDT,87877.01,sell,sell,45.08612511797914,NEGATIVE,"SELL|S:0.96 R:45.1 B:0.40 M:-90.23"
2025-12-27,DOGE-USDT,0.12435,buy,none,38.32474293425069,NEGATIVE,"BUY|S:0.96 R:38.3 B:0.22 M:-0.00"
2025-12-27,DOT-USDT,1.91,sell,sell,44.56276334527729,NEGATIVE,"SELL|S:0.96 R:44.6 B:0.50 M:0.02"
2025-12-27,ETH-USDT,2949.05,sell,sell,45.852852457895,NEGATIVE,"SELL|S:0.96 R:45.9 B:0.36 M:-13.13"
2025-12-27,LTC-USDT,80.33,sell,sell,48.943616045937546,NEGATIVE,"SELL|S:0.96 R:48.9 B:0.60 M:0.47"
2025-12-27,SOL-USDT,124.73,sell,sell,44.88926221420802,NEGATIVE,"SELL|S:0.96 R:44.9 B:0.36 M:-0.27"
2025-12-27,XRP-USDT,1.8735,sell,sell,41.06514914021548,NEGATIVE,"SELL|S:0.96 R:41.1 B:0.32 M:-0.00"
2025-12-28,ADA-USDT,0.3688,sell,none,42.18153280415926,NEGATIVE,"SELL|S:0.99 R:42.2 B:0.38 M:0.00"
2025-12-28,BNB-USDT,859.32,sell,none,47.761903379448704,NEGATIVE,"SELL|S:0.99 R:47.8 B:0.48 M:-0.88"
2025-12-28,BTC-USDT,87952.71,sell,none,45.39626062572793,NEGATIVE,"SELL|S:0.99 R:45.4 B:0.42 M:-39.13"
2025-12-28,DOGE-USDT,0.12393,buy,none,37.974507423484006,NEGATIVE,"BUY|S:0.99 R:38.0 B:0.23 M:-0.00"
2025-12-28,DOT-USDT,1.851,sell,none,41.719575867220634,NEGATIVE,"SELL|S:0.99 R:41.7 B:0.43 M:0.02"
2025-12-28,ETH-USDT,2950.91,sell,none,45.99522120354359,NEGATIVE,"SELL|S:0.99 R:46.0 B:0.38 M:-10.23"
2025-12-28,LTC-USDT,78.73,sell,none,45.56402275626006,NEGATIVE,"SELL|S:0.99 R:45.6 B:0.49 M:0.56"
2025-12-28,SOL-USDT,125.27,sell,none,45.71983243025061,NEGATIVE,"SELL|S:0.99 R:45.7 B:0.40 M:-0.01"
2025-12-28,XRP-USDT,1.8654,sell,none,40.42494669879746,NEGATIVE,"SELL|S:0.99 R:40.4 B:0.31 M:0.00"
2025-12-29,ADA-USDT,0.3532,buy,buy,38.27574322149699,NEGATIVE,"BUY|S:1.00 R:38.3 B:0.27 M:0.00"
2025-12-29,BNB-USDT,852.46,sell,none,45.90143648682379,NEGATIVE,"SELL|S:1.00 R:45.9 B:0.42 M:-0.09"
2025-12-29,BTC-USDT,87237.13,sell,none,42.92818250836419,NEGATIVE,"SELL|S:1.00 R:42.9 B:0.35 M:-46.54"
2025-12-29,DOGE-USDT,0.12288,buy,none,37.06261895501899,NEGATIVE,"BUY|S:1.00 R:37.1 B:0.20 M:-0.00"
2025-12-29,DOT-USDT,1.824,sell,none,40.44775984000347,NEGATIVE,"SELL|S:1.00 R:40.4 B:0.41 M:0.03"
2025-12-29,ETH-USDT,2937.9,sell,none,45.101949804997886,NEGATIVE,"SELL|S:1.00 R:45.1 B:0.37 M:-8.65"
2025-12-29,LTC-USDT,78.32,sell,none,44.71201954755853,NEGATIVE,"SELL|S:1.00 R:44.7 B:0.49 M:0.57"
2025-12-29,SOL-USDT,123.28,sell,none,43.139592080516174,NEGATIVE,"SELL|S:1.00 R:43.1 B:0.32 M:0.06"
2025-12-29,XRP-USDT,1.8508,buy,buy,39.23754340057762,NEGATIVE,"BUY|S:1.00 R:39.2 B:0.28 M:0.00"
2025-12-30,ADA-USDT,0.3514,buy,none,37.840357376872994,NEGATIVE,"BUY|S:0.61 R:37.8 B:0.25 M:0.00"
2025-12-30,BNB-USDT,861.65,sell,none,48.77987548043565,NEGATIVE,"SELL|S:0.61 R:48.8 B:0.56 M:1.08"
2025-12-30,BTC-USDT,88485.49,sell,none,48.217373279842015,NEGATIVE,"SELL|S:0.61 R:48.2 B:0.56 M:35.19"
2025-12-30,DOGE-USDT,0.12336,buy,none,37.79796337437054,NEGATIVE,"BUY|S:0.61 R:37.8 B:0.24 M:0.00"
2025-12-30,DOT-USDT,1.811,buy,buy,39.81835226573451,NEGATIVE,"BUY|S:0.61 R:39.8 B:0.41 M:0.03"
2025-12-30,ETH-USDT,2973.69,sell,none,48.08871824904564,NEGATIVE,"SELL|S:0.61 R:48.1 B:0.48 M:-4.85"
2025-12-30,LTC-USDT,78.89,sell,none,46.21770475961308,NEGATIVE,"SELL|S:0.61 R:46.2 B:0.58 M:0.61"
2025-12-30,SOL-USDT,125.01,sell,none,45.99312127970296,NEGATIVE,"SELL|S:0.61 R:46.0 B:0.44 M:0.23"
2025-12-30,XRP-USDT,1.8776,sell,sell,42.57210187728622,NEGATIVE,"SELL|S:0.61 R:42.6 B:0.39 M:0.00"
2025-12-31,ADA-USDT,0.3335,buy,none,33.73124302362301,POSITIVE,"BUY|S:1.00 R:33.7 B:0.07 M:-0.00"
2025-12-31,BNB-USDT,864.3,buy,buy,49.61242448128477,POSITIVE,"BUY|S:1.00 R:49.6 B:0.61 M:1.99"
2025-12-31,BTC-USDT,87648.22,buy,buy,45.19225793833386,POSITIVE,"BUY|S:1.00 R:45.2 B:0.45 M:35.33"
2025-12-31,DOGE-USDT,0.11747,buy,none,32.74258326689863,POSITIVE,"BUY|S:1.00 R:32.7 B:0.02 M:-0.00"
2025-12-31,DOT-USDT,1.789,buy,none,38.7202577002445,POSITIVE,"BUY|S:1.00 R:38.7 B:0.37 M:0.03"
2025-12-31,ETH-USDT,2971.64,buy,buy,47.927872483736614,POSITIVE,"BUY|S:1.00 R:47.9 B:0.52 M:-2.26"
2025-12-31,LTC-USDT,76.85,buy,buy,41.827311669244,POSITIVE,"BUY|S:1.00 R:41.8 B:0.37 M:0.49"
2025-12-31,SOL-USDT,124.65,buy,buy,45.48161693499443,POSITIVE,"BUY|S:1.00 R:45.5 B:0.44 M:0.33"
2025-12-31,XRP-USDT,1.8423,buy,buy,39.497445296263905,POSITIVE,"BUY|S:1.00 R:39.5 B:0.27 M:0.00"
2026-01-01,ADA-USDT,0.3565,sell,sell,42.38817698197445,NEGATIVE,"SELL|S:1.00 R:42.4 B:0.36 M:0.00"
2026-01-01,BNB-USDT,864.39,sell,sell,49.642362002905884,NEGATIVE,"SELL|S:1.00 R:49.6 B:0.64 M:2.53"
2026-01-01,BTC-USDT,88839.04,sell,sell,49.997299245566055,NEGATIVE,"SELL|S:1.00 R:50.0 B:0.75 M:113.68"
2026-01-01,DOGE-USDT,0.12683,sell,sell,45.26987268544802,NEGATIVE,"SELL|S:1.00 R:45.3 B:0.46 M:0.00"
2026-01-01,DOT-USDT,1.999,sell,sell,52.255380289755436,NEGATIVE,"SELL|S:1.00 R:52.3 B:0.95 M:0.04"
2026-01-01,ETH-USDT,3004.19,sell,sell,50.74495130009505,NEGATIVE,"SELL|S:1.00 R:50.7 B:0.66 M:1.65"
2026-01-01,LTC-USDT,79.97,sell,sell,49.69763455892535,NEGATIVE,"SELL|S:1.00 R:49.7 B:0.82 M:0.60"
2026-01-01,SOL-USDT,126.9,sell,sell,49.27838621473924,NEGATIVE,"SELL|S:1.00 R:49.3 B:0.63 M:0.54"
2026-01-01,XRP-USDT,1.8799,sell,sell,44.12633177226169,NEGATIVE,"SELL|S:1.00 R:44.1 B:0.46 M:0.01"
2026-01-02,ADA-USDT,0.3949,sell,none,53.346162537833585,NEGATIVE,"SELL|S:0.99 R:53.3 B:0.93 M:0.00"
2026-01-02,BNB-USDT,881.25,sell,none,55.032400099009436,NEGATIVE,"SELL|S:0.99 R:55.0 B:0.96 M:3.87"
2026-01-02,BTC-USDT,89995.13,sell,none,54.195768912598155,NEGATIVE,"SELL|S:0.99 R:54.2 B:1.05 M:234.46"
2026-01-02,DOGE-USDT,0.14188,sell,none,58.616917061546445,NEGATIVE,"SELL|S:0.99 R:58.6 B:1.13 M:0.00"
2026-01-02,DOT-USDT,2.166,sell,none,59.85009765509749,NEGATIVE,"SELL|S:0.99 R:59.9 B:1.24 M:0.06"
2026-01-02,ETH-USDT,3125.45,sell,none,59.52890246066129,NEGATIVE,"SELL|S:0.99 R:59.5 B:1.11 M:11.84"
2026-01-02,LTC-USDT,81.93,sell,none,53.91569340161468,NEGATIVE,"SELL|S:0.99 R:53.9 B:1.08 M:0.79"
2026-01-02,SOL-USDT,132.29,sell,none,57.0033550985849,NEGATIVE,"SELL|S:0.99 R:57.0 B:1.08 M:1.01"
2026-01-02,XRP-USDT,2.0069,sell,none,56.290429819080416,NEGATIVE,"SELL|S:0.99 R:56.3 B:1.11 M:0.02"
2026-01-03,ADA-USDT,0.3893,sell,none,51.79884078008906,NEGATIVE,"SELL|S:1.00 R:51.8 B:0.86 M:0.01"
2026-01-03,BNB-USDT,878.63,sell,none,54.06398195625399,NEGATIVE,"SELL|S:1.00 R:54.1 B:0.91 M:4.40"
2026-01-03,BTC-USDT,90628.01,sell,none,56.35617206756025,NEGATIVE,"SELL|S:1.00 R:56.4 B:1.08 M:341.58"
2026-01-03,DOGE-USDT,0.14315,sell,none,59.51416738915311,NEGATIVE,"SELL|S:1.00 R:59.5 B:1.08 M:0.00"
2026-01-03,DOT-USDT,2.125,sell,none,57.4345667615297,NEGATIVE,"SELL|S:1.00 R:57.4 B:1.05 M:0.06"
2026-01-03,ETH-USDT,3127.11,sell,none,59.635027783646365,NEGATIVE,"SELL|S:1.00 R:59.6 B:1.05 M:17.77"
2026-01-03,LTC-USDT,82.08,sell,none,54.23199839426641,NEGATIVE,"SELL|S:1.00 R:54.2 B:1.01 M:0.88"
2026-01-03,SOL-USDT,133.37,sell,none,58.37144514784385,NEGATIVE,"SELL|S:1.00 R:58.4 B:1.08 M:1.35"
2026-01-03,XRP-USDT,2.0182,sell,none,57.18361625149666,NEGATIVE,"SELL|S:1.00 R:57.2 B:1.10 M:0.02"
2026-01-04,ADA-USDT,0.4007,buy,buy,54.680633791965214,POSITIVE,"BUY|S:1.00 R:54.7 B:0.99 M:0.01"
2026-01-04,BNB-USDT,895.43,buy,buy,59.0411764400036,POSITIVE,"BUY|S:1.00 R:59.0 B:1.06 M:5.61"
2026-01-04,BTC-USDT,91529.73,buy,buy,59.30155670876091,POSITIVE,"BUY|S:1.00 R:59.3 B:1.11 M:450.90"
2026-01-04,DOGE-USDT,0.14953,buy,buy,63.76453299168405,POSITIVE,"BUY|S:1.00 R:63.8 B:1.13 M:0.00"
2026-01-04,DOT-USDT,2.142,buy,buy,58.188091427336644,POSITIVE,"BUY|S:1.00 R:58.2 B:1.00 M:0.06"
2026-01-04,ETH-USDT,3144.7,buy,buy,60.807806427765854,POSITIVE,"BUY|S:1.00 R:60.8 B:1.01 M:21.70"
2026-01-04,LTC-USDT,82.26,buy,buy,54.63438702593737,POSITIVE,"BUY|S:1.00 R:54.6 B:0.96 M:0.92"
2026-01-04,SOL-USDT,134.12,buy,buy,59.33901037407095,POSITIVE,"BUY|S:1.00 R:59.3 B:1.03 M:1.55"
2026-01-04,XRP-USDT,2.0909,buy,buy,62.493797303619324,POSITIVE,"BUY|S:1.00 R:62.5 B:1.19 M:0.03"
2026-01-05,ADA-USDT,0.4211,sell,sell,59.362725084111865,NEGATIVE,"SELL|S:0.97 R:59.4 B:1.13 M:0.01"
2026-01-05,BNB-USDT,910.31,sell,sell,62.87775288160296,NEGATIVE,"SELL|S:0.97 R:62.9 B:1.13 M:7.06"
2026-01-05,BTC-USDT,93859.71,sell,sell,65.73614270846723,NEGATIVE,"SELL|S:0.97 R:65.7 B:1.22 M:645.99"
2026-01-05,DOGE-USDT,0.15171,sell,sell,65.11230367313058,NEGATIVE,"SELL|S:0.97 R:65.1 B:1.07 M:0.00"
2026-01-05,DOT-USDT,2.208,sell,sell,61.06953243270334,NEGATIVE,"SELL|S:0.97 R:61.1 B:1.02 M:0.07"
2026-01-05,ETH-USDT,3224.99,sell,sell,65.7057423518529,NEGATIVE,"SELL|S:0.97 R:65.7 B:1.09 M:28.12"
2026-01-05,LTC-USDT,83.46,sell,sell,57.32791237418434,NEGATIVE,"SELL|S:0.97 R:57.3 B:1.00 M:0.98"
2026-01-05,SOL-USDT,137.9,sell,sell,63.893963888776725,NEGATIVE,"SELL|S:0.97 R:63.9 B:1.12 M:1.85"
2026-01-05,XRP-USDT,2.3478,sell,sell,74.51971077404066,NEGATIVE,"SELL|S:0.97 R:74.5 B:1.37 M:0.05"
2026-01-06,ADA-USDT,0.4194,sell,none,58.817387764110464,NEGATIVE,"SELL|S:0.99 R:58.8 B:1.01 M:0.01"
2026-01-06,BNB-USDT,917.64,sell,none,64.63508839360834,NEGATIVE,"SELL|S:0.99 R:64.6 B:1.07 M:8.08"
2026-01-06,BTC-USDT,93747.97,sell,none,65.20372027665137,NEGATIVE,"SELL|S:0.99 R:65.2 B:1.07 M:727.31"
2026-01-06,DOGE-USDT,0.15055,sell,none,63.75345208438483,NEGATIVE,"SELL|S:0.99 R:63.8 B:0.96 M:0.00"
2026-01-06,DOT-USDT,2.235,sell,none,62.21666738776859,NEGATIVE,"SELL|S:0.99 R:62.2 B:0.97 M:0.07"
2026-01-06,ETH-USDT,3296.84,sell,none,69.39209690633507,NEGATIVE,"SELL|S:0.99 R:69.4 B:1.12 M:35.16"
2026-01-06,LTC-USDT,83.96,sell,none,58.435281892096725,NEGATIVE,"SELL|S:0.99 R:58.4 B:0.97 M:1.01"
2026-01-06,SOL-USDT,141.08,sell,none,67.22075098081068,NEGATIVE,"SELL|S:0.99 R:67.2 B:1.11 M:2.16"
2026-01-06,XRP-USDT,2.3042,sell,none,70.39436870873008,NEGATIVE,"SELL|S:0.99 R:70.4 B:1.11 M:0.06"
2026-01-07,ADA-USDT,0.4022,sell,none,53.46569900237864,NEGATIVE,"SELL|S:0.99 R:53.5 B:0.80 M:0.01"
2026-01-07,BNB-USDT,900.3,sell,none,57.678959123299975,NEGATIVE,"SELL|S:0.99 R:57.7 B:0.86 M:7.19"
2026-01-07,BTC-USDT,91364.16,sell,none,54.974131840838695,NEGATIVE,"SELL|S:0.99 R:55.0 B:0.77 M:586.41"
2026-01-07,DOGE-USDT,0.14642,sell,none,59.03001026768977,NEGATIVE,"SELL|S:0.99 R:59.0 B:0.82 M:0.00"
2026-01-07,DOT-USDT,2.145,sell,none,56.265148800759015,NEGATIVE,"SELL|S:0.99 R:56.3 B:0.81 M:0.06"
2026-01-07,ETH-USDT,3168.72,sell,none,57.519048663806885,NEGATIVE,"SELL|S:0.99 R:57.5 B:0.81 M:29.38"
2026-01-07,LTC-USDT,81.71,sell,none,51.90736182082246,NEGATIVE,"SELL|S:0.99 R:51.9 B:0.74 M:0.83"
2026-01-07,SOL-USDT,136.39,sell,none,58.63923703372057,NEGATIVE,"SELL|S:0.99 R:58.6 B:0.86 M:1.94"
2026-01-07,XRP-USDT,2.1657,sell,none,59.18571025286934,NEGATIVE,"SELL|S:0.99 R:59.2 B:0.84 M:0.05"
2026-01-08,ADA-USDT,0.3956,sell,none,51.528248275009894,NEGATIVE,"SELL|S:0.93 R:51.5 B:0.72 M:0.01"
2026-01-08,BNB-USDT,892.26,sell,none,54.73741594695769,NEGATIVE,"SELL|S:0.93 R:54.7 B:0.75 M:5.71"
2026-01-08,BTC-USDT,91099.99,sell,none,53.96375247265864,NEGATIVE,"SELL|S:0.93 R:54.0 B:0.72 M:447.54"
2026-01-08,DOGE-USDT,0.14194,sell,none,54.32792372764227,NEGATIVE,"SELL|S:0.93 R:54.3 B:0.70 M:0.00"
2026-01-08,DOT-USDT,2.111,sell,none,54.15748830630002,NEGATIVE,"SELL|S:0.93 R:54.2 B:0.74 M:0.05"
2026-01-08,ETH-USDT,3106.65,sell,none,52.805172336571204,NEGATIVE,"SELL|S:0.93 R:52.8 B:0.66 M:20.02"
2026-01-08,LTC-USDT,81.31,sell,none,50.82043521068405,NEGATIVE,"SELL|S:0.93 R:50.8 B:0.69 M:0.66"
2026-01-08,SOL-USDT,138.37,sell,none,60.908179479640154,NEGATIVE,"SELL|S:0.93 R:60.9 B:0.89 M:1.83"
2026-01-08,XRP-USDT,2.1232,sell,none,56.22711628344015,NEGATIVE,"SELL|S:0.93 R:56.2 B:0.74 M:0.04"
2026-01-09,ADA-USDT,0.3914,sell,none,50.279608000917456,NEGATIVE,"SELL|S:0.99 R:50.3 B:0.66 M:0.01"
2026-01-09,BNB-USDT,896.86,sell,none,56.11636085172573,NEGATIVE,"SELL|S:0.99 R:56.1 B:0.77 M:4.75"
2026-01-09,BTC-USDT,90641.28,sell,none,52.17070339403932,NEGATIVE,"SELL|S:0.99 R:52.2 B:0.65 M:303.80"
2026-01-09,DOGE-USDT,0.14071,sell,none,53.07782965419977,NEGATIVE,"SELL|S:0.99 R:53.1 B:0.66 M:0.00"
2026-01-09,DOT-USDT,2.083,sell,none,52.4161230449569,NEGATIVE,"SELL|S:0.99 R:52.4 B:0.68 M:0.04"
2026-01-09,ETH-USDT,3088.4,sell,none,51.46955301454693,NEGATIVE,"SELL|S:0.99 R:51.5 B:0.61 M:11.64"
2026-01-09,LTC-USDT,81.49,sell,none,51.314482197941494,NEGATIVE,"SELL|S:0.99 R:51.3 B:0.69 M:0.53"
